tweet_id,text,label
1275401361073586177,"Las / os sanitarias / os no necesitan capas de superhéroes y superheroínas , necesitan fondos suficientes para los EPI que deben usar , para respiradores ... Exijámoslo 🧑 🏻‍ ⚕ ️ 👩 🏻‍ ⚕ ️ 👨 🏻‍ ⚕ ️ # MFyC # COVID19 # DespuésDeAplaudir https://t.co/lizZEYp5Jj",1
1251580665948246023,Las residencias de mayores de Burgos suman 42 fallecidos en una semana y acumulan 600 positivos por covid-19 https://t.co/qCW6TxZCa1 https://t.co/I8MJKs8IgE,0
1244272146265903106,@IreneMontero Utilice el tiempo de confinamiento para hacerse un curso básico de lo que significa trabajar .,0
1263384060132495360,.@FreseniusKabi dona más de 110.000 mascarillas y guantes durante la crisis del # coronavirus para ayudar a los profesionales sanitarios en España https://t.co/6OhraQdmzo https://t.co/ZggZJD82h0,1
1250207505252265989,"Judy y el confinamiento . Dia 31 . Mona de Pascua . Hoy es lunes de Pascua . Acaba la Semana Santa . Es el Dia de la Mona . Judy no cuenta con sus padrinos , así que ha comprado la Mona para sus padres y ella . Estaba todo muy bueno ... https://t.co/96MjVAYmyk",0
1244668113712558083,"“ Más organizada y radicalizada , la extrema derecha usa el coronavirus para impulsar bulos y propaganda en las redes ” # Covid_19 https://t.co/vx56RH2hqe",0
1256088855226142727,Webinar gratuito sobre Manejo de Pacientes Cardiológicos en tiempos del COVID-19 Programación : 1 . Organización gral 2 . Insuficiencia cardiaca 3 . Fibrilación auricular 4 . Procedimientos invasivos 5 . Cardiopatía isquémica Inscripciones ➡ ️ ... https://t.co / wbMmt5Vljw,0
1280408745101660161,"Señor Alcalde , hubiera estado muy bien que esa ceremonia religiosa no hubiera sido realizada con invitación . Eso de que algunos familiares de fallecidos de quedaran fuera de la basílica refleja bastante bien lo que ustedes representan . Atentamente , Roberto Sotomayor .",1
1269853281704173569,"La empresa Farmacoop , un laboratorio recuperado por sus trabajadores , se sumó a la producción de test rápidos para la detección de COVID-19 . https://t.co/FTbRq1jbri",1
1259829327463624704,"La profesionalidad , un concepto que va más allá de la gestión del talento o la organización empresarial . David Cerdá , responsable de gestión de personas en # Strategyco reflexiona sobre el papel de los profesionales en la pandemia vía @expansioncom https://t.co/V4t6JzZwIM",1
1288425303832965120,"Primer caso COVID19 en mi consulta desde hace un mes . Sospecha clínica y PCR + . Trabajadora de hostelería , ella cumplía las medidas , los clientes , no .",1
1257497286537613318,"Esto es lo que dice Margarita del Val , viróloga e inmunóloga , investigadora del @CSIC y en el @CBMSO_CSIC_UAM . Pero qué sabrá ella de virus y epidemias , ¿ no ? https://t.co/5FLaO7y1NR https://t.co/CHZCgU6qGp",1
1265021162184159233,- 30.000 fallecidos por coronavirus - 3 millones de personas menos trabajando - TOP 2 mundial de muertos por millón de habitantes - El país con más sanitarios contagiados por % - Vamos a perder más de un 10% del PIB - Al borde del rescate Pero dicen que # SalimosMásFuertes 🤦 ‍ ♂ ️,1
1247143919118356480,Un paciente con coronavirus recibe el alta tras participar en un nuevo ensayo clínico ➡ El enfermo fue tratado con éxito con un medicamento usado para la artritis . https://t.co/ofVKB1WUic,0
1273943933421314049,"En el 6 ° aniversario de la proclamación del Rey quiero reconocer su labor esencial en defensa de la unidad nacional , la Constitución , el Estado de Derecho y la dimensión internacional e histórica de España . Y su compromiso con los más vulnerables , como demuestra en esta pandemia . https://t.co/bHOvMzcT5s",1
1243677254640709634,@jobragag Eso es un nido de virus ! 😝 😝 😝 https://t.co/6eS4CmJks6,0
1281660181298978816,"Realmente comprendo a aquellos que lo admiran pero también a los que no , y sobre todo a aquellos que lo hacen desde el punto de vista económico , los más pobres y la clase media son los que más están perdiendo . Causa : la acción del gobierno ( fiscal ) respondiendo la pandemia .",1
1244354790391533568,"Fallece en el Mancha Centro de Alcázar la doctora Sara Bravo , de 28 años de edad por # CODVID19 https://t.co/aQoqBzWBHq Tercera víctima entre el colectivo de médicos y sanitarios # Fallecimiento # Coronavirus https://t.co/HSojxTBatn",1
1250341874079952898,"9 ) Estaríamos hablando , entonces , de que el número MÍNIMO de muertes reales a causa del coronavirus sería superior a 24.000 , frente a los 18.056 reconocidos oficialmente .",0
1265568133999460365,"En nuestro próximo # WONcaféconexpertos hablaremos con @RaquelYotti , directora del @SaludISCIII sobre la posibilidad de un rebrote de COVID . ¡ No te lo pierdas , tienes una cita en @WomenNOWSP el jueves a las 17h ! # WOncaféconexpertos https://t.co/5MfMe87frU https://t.co/AX0DorSU9U",1
1270859055108685825,"¿ Pero en estos 3 meses no preparó el sistema de salud , Sr. Presidente ?",1
1254288685526376448,"Lo más grande que nos va a dejar la pandemia es el hashtag # MerlosPlace y el "" Si tienes una mala racha , no te folles a un facha "" .",0
1255169938014244869,"@PoliciaLPA Ayer escribia el diario d 1 vecina q ha hecho del confinamiento 1 auténtica pesadilla , sobre todo a los q somos esenciales . Pues bien hoy se suma a lo d ayer , hacer y recibir visitas sin precaución ni medidas . Gracias por acudir a quien les llama y se persona en comisaría(ironía )",0
1248508074639294470,En unos minutos intervendré en los @Desayunos_tv para hablar de la pandemia que golpea al mundo y repasar la actividad del Gobierno para hacerle frente . Podréis verlo aquí : https://t.co/Fw2OZx56Rv https://t.co/v33qjZVxhz,0
1255568715921440769,"Lo normal cuando solo te vinculan con el narcotráfico y no con un referéndum democrático . "" Un tribunal excarcela a los acusados en un caso de corrupción policial en el puerto de Barcelona después de que el coronavirus haya obligado a aplazar el juicio "" https://t.co/YqHxQshRr5",0
1273265266210848769,Cambios temporales de la # npb para este año ( debido al coronavirus ) : 👇 👇 👇 - Roster activo : de 29 a 31 - Jugadores en la banca : de 25 a 26 - Máximo 10 innings x juego ( en vez de 12 ) - Importados en roster activo : de 4 a 5 - Fecha límite para cambios / firmas : de 31/07 a 30/09 https://t.co/DHMxsMytBM,1
1256193884469760001,"🔴 España envía a Bruselas el Programa de Estabilidad 2020 actualizado al nuevo escenario COVID19 . El propio documento dice que es "" un ejercicio realista y prudente , con un impacto muy elevado en el corto plazo y una vuelta a la normalidad progresiva "" . Dentro # hilo",0
1245362354432417793,"@manolomata @toniquintana @sanchezcastejon @gpscongreso @PSOE @PSOE_UtielReq @bnofuentes @SocialistesVal @abalosmeco @Aleporcas @AlejandroChera @Vicezara No me vengas con mitins cuando el Presidente , de tu partido , permite al Banco de España peticiones bananeras como ésta , en vez de pedir a los bancos la devolución urgente de lo que les prestamos , y así sacar esto adelante desde abajo . Por favor Manolo , no . https://t.co/MwTksWIOfl",1
1251583342111268867,"@siakara_s @Hardksey Entonces , en esos , no influye el virus 😉",0
1253223671688298496,"Que dice Sánchez que la pandemia tiene como “ objetivo ” acelerar cambios ... en teletrabajo , consumo ... De verdad , este tío es una desgracia para España , un riesgo para la seguridad nacional . # SánchezVeteYa https://t.co/IKRgNGVrvl",0
1248340692444864515,Hoy cumplo un año de haber llegado en Barcelona y lo celebro en confinamiento dando mi ÚLTIMA clase de la universidad en el balcón de casa . ¡ Como es Dios ! Definitivamente nos ofrece retos ... https://t.co/Hd23Pk1wUk,0
1267887911132958722,"Oye Pablo , que se te olvida añadir que los casi 40 millones de parados en EEUU por culpa del Coronavirus , también son culpa del PSOE . # DeNada",1
1249343734573158400,El coronavirus marca un Aberri Eguna sin actos y con recuerdo a los fallecidos https://t.co/94ZxgNxlK4 https://t.co/QVWev7IHsc,0
1250125742144466954,"Neurólogos del Hospital Clínico San Carlos dedicados a los pacientes # covid19 positivos : como @DrJesusPorta , en primera línea y siempre rodeado de esperanza . Y uno de los mayores expertos en cefaleas , por cierto . Porque # somostodos # somossermas # somosclinico . https://t.co/74dR4yRfF9",1
1243442537769119744,"Un deportista patriota y por ende facha para los rogelios como Rafa Nadal , está promoviendo una recaudación a la q se han adherido muchos deportistas más , con el objetivo de donar y llegar a 11 millones de € para ayudar contra el Covid-19 . ¿ los actores zurderas harán lo mismo ? 🤔",1
1260536834662301701,Una caza de brujas por parte del gobierno de @JuanMa_Moreno tras las quejas en redes sociales de los sanitarios por la nefasta gestión de la pandemia del # COVIDー19 https://t.co/qObSFIGpLH a través de @diariocadiz,1
1256957650190860289,Ayuda al fotógrafo Sebastião Salgado y a Lélia Wanick Salgado a proteger a los indígenas del Amazonas del Covid-19 👉 🏽 Firma petición y difunde para que el gobierno de Brasil tome medidas urgentes 🖊 : https://t.co/vnJzrXoiDf https://t.co/wiKIgAadyA,1
1270503734628487176,"El patrullero Zúñiga , que se negó a participar de un desalojo en plena pandemia , ese si es un héroe de la patria . Que la protección colectiva lo ayude a preservar su trabajo y su gran dignidad . Necesitamos , miles , cientos de miles de Zúñigas .",1
1280371840855289856,¿ Cómo puedo devolver el dinero que me han pagado en exceso del ERTE ? https://t.co/ZcP1epgG0C @ajimenal1 @RossellMonica @auxiguillen66 @jmanuelcarrion @JMGBautista @elitediario @eliteradiosvq @manuelgarana @jmanuelisbylex @sarjimrod @IsbylexA @Isidropr # covid19 # ERTE,1
1286609268259643393,"Lo reitero para los lectores matinales . Exijan a sus políticas y políticos , que aclaren que prefieren . SALUD o NEGOCIO . Como punto de partida en una pandemia sanitaria , no será poco .",1
